披露日,イベント名,簡略イベント名1,簡略イベント名2,会場,都道府県,曲順,曲名,曲名2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,36,Absolute NIne,メドレー,安野希世乃,金子真由美,原優子,千菅春香,村中知,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,37,Trancing Pulse,メドレー,原紗友里,大橋彩香,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,38,咲いてJewel,メドレー,伊達朱里紗,佳村はるか,金子有希,松田颯水,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,39,明日また会えるよね,メドレー,ルゥティン,今井麻夏,千菅春香,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,40,きみにいっぱい☆,メドレー,種﨑敦美,照井春佳,大空直美,朝井彩加,津田美波,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,41,お願い！シンデレラ,メドレー -Jazz Rearrange Mix-,ルゥティン,安野希世乃,伊達朱里紗,佳村はるか,金子真由美,金子有希,原紗友里,原優子,今井麻夏,山本希望,種﨑敦美,春野ななみ,松田颯水,照井春佳,青木志貴,青木瑠璃子,赤﨑千夏,千菅春香,村中知,大橋彩香,大空直美,竹達彩奈,朝井彩加,長島光那,津田美波,東山奈央,飯田友子,福原綾香,藍原ことみ,鈴木絵理,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,42,∀NSWER,,松田颯水,朝井彩加,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,43,Jet to the Future,,安野希世乃,青木瑠璃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,44,ラブレター,,種﨑敦美,大橋彩香,津田美波,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,45,情熱ファンファンファーレ,,金子有希,原紗友里,赤﨑千夏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,46,Tulip,,ルゥティン,佳村はるか,飯田友子,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,47,純情Midnight伝説,,安野希世乃,金子真由美,原優子,千菅春香,村中知,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,48,サマカニ！！,,伊達朱里紗,春野ななみ,赤﨑千夏,東山奈央,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,49,夢色ハーモニー,,ルゥティン,安野希世乃,伊達朱里紗,佳村はるか,金子真由美,金子有希,原紗友里,原優子,今井麻夏,山本希望,種﨑敦美,春野ななみ,松田颯水,照井春佳,青木志貴,青木瑠璃子,赤﨑千夏,千菅春香,村中知,大橋彩香,大空直美,竹達彩奈,朝井彩加,長島光那,津田美波,東山奈央,飯田友子,福原綾香,藍原ことみ,鈴木絵理,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,50,EVERMORE,,ルゥティン,伊達朱里紗,佳村はるか,金子真由美,原紗友里,今井麻夏,松田颯水,千菅春香,大橋彩香,大空直美,朝井彩加,東山奈央,福原綾香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,51,M@GIC☆,,安野希世乃,金子有希,原優子,山本希望,種﨑敦美,春野ななみ,照井春佳,青木志貴,青木瑠璃子,村中知,長島光那,津田美波,飯田友子,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/13,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! SSA公演,5thLIVE TOUR Serendipity Parade!!! SSA公演,day2,SSA,埼玉,52,お願い！シンデレラ,,ルゥティン,安野希世乃,伊達朱里紗,佳村はるか,金子真由美,金子有希,原紗友里,原優子,今井麻夏,山本希望,種﨑敦美,春野ななみ,松田颯水,照井春佳,青木志貴,青木瑠璃子,赤﨑千夏,千菅春香,村中知,大橋彩香,大空直美,竹達彩奈,朝井彩加,長島光那,津田美波,東山奈央,飯田友子,福原綾香,藍原ことみ,鈴木絵理,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,1,Yes! Party Time!!,,ルゥティン,佳村はるか,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松井恵理子,松嵜麗,青木瑠璃子,大橋彩香,大空直美,大坪由佳,福原綾香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,2,ミツボシ☆☆★,,原紗友里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,3,TOKIMEKIエスカレート,,佳村はるか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,4,あんずのうた,,五十嵐裕美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,5,ミラクルテレパシー,,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,6,ススメ☆オトメ ～jewel parade～,,原紗友里,五十嵐裕美,黒沢ともよ,大橋彩香,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,7,小さな恋の密室事件,,桜咲千依,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,8,Twilight Sky,,青木瑠璃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,9,Never say never,,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,10,Blooming Days,,五十嵐裕美,高森奈津美,大橋彩香,大空直美,大坪由佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,11,秋めいて Ding Dong Dang!,,ルゥティン,桜咲千依,松井恵理子,青木瑠璃子,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,12,Snow*Love,,佳村はるか,原紗友里,黒沢ともよ,松嵜麗,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,13,Happy×2 Days,,五十嵐裕美,大空直美,大坪由佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,14,私色ギフト,,佳村はるか,黒沢ともよ,松嵜麗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,15,?ω?ver!!,,高森奈津美,青木瑠璃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,16,Wonder goes on!!,,ルゥティン,桜咲千依,松井恵理子,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,17,できたてEvo! Revo! Generation!,,原紗友里,大橋彩香,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,18,ゴキゲンParty Night,,桜咲千依,松井恵理子,大空直美,大坪由佳,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,19,Near to You,,ルゥティン,佳村はるか,高森奈津美,松嵜麗,青木瑠璃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,20,ハイファイ☆デイズ,,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松嵜麗,大空直美,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,21,Tulip,,ルゥティン,佳村はるか,松井恵理子,青木瑠璃子,大橋彩香,大坪由佳,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,22,GOIN'!!!,,ルゥティン,佳村はるか,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松井恵理子,松嵜麗,青木瑠璃子,大橋彩香,大空直美,大坪由佳,福原綾香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,23,メッセージ,,ルゥティン,佳村はるか,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松井恵理子,松嵜麗,青木瑠璃子,大橋彩香,大空直美,大坪由佳,福原綾香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,24,Vast world,,ルゥティン,佳村はるか,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松井恵理子,松嵜麗,青木瑠璃子,大橋彩香,大空直美,大坪由佳,福原綾香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day1,台北國際會議中心TICC,台湾,25,お願い！シンデレラ,,ルゥティン,佳村はるか,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松井恵理子,松嵜麗,青木瑠璃子,大橋彩香,大空直美,大坪由佳,福原綾香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,1,Yes! Party Time!!,,ルゥティン,佳村はるか,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松井恵理子,松嵜麗,青木瑠璃子,大橋彩香,大空直美,大坪由佳,福原綾香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,2,Romantic Now,,黒沢ともよ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,3,おねだりShall We ～?,,高森奈津美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,4,ましゅまろ☆キッス,,松嵜麗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,5,ショコラ・ティアラ,,大坪由佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,6,ススメ☆オトメ ～jewel parade～,,原紗友里,五十嵐裕美,黒沢ともよ,大橋彩香,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,7,風色メロディ,,大空直美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,8,青の一番星,,ルゥティン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,9,2nd SIDE,,松井恵理子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,10,Blooming Days,,五十嵐裕美,高森奈津美,大橋彩香,大空直美,大坪由佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,11,秋めいて Ding Dong Dang!,,ルゥティン,桜咲千依,松井恵理子,青木瑠璃子,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,12,Snow*Love,,佳村はるか,原紗友里,黒沢ともよ,松嵜麗,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,13,Happy×2 Days,,五十嵐裕美,大空直美,大坪由佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,14,私色ギフト,,佳村はるか,黒沢ともよ,松嵜麗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,15,?ω?ver!!,,高森奈津美,青木瑠璃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,16,Wonder goes on!!,,ルゥティン,桜咲千依,松井恵理子,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,17,流れ星キセキ,,原紗友里,大橋彩香,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,18,S(mile)ING!,,大橋彩香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,19,ゴキゲンParty Night,,桜咲千依,松井恵理子,大空直美,大坪由佳,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,20,Near to You,,ルゥティン,佳村はるか,高森奈津美,松嵜麗,青木瑠璃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,21,ハイファイ☆デイズ,,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松嵜麗,大空直美,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,22,Tulip,,ルゥティン,佳村はるか,松井恵理子,青木瑠璃子,大橋彩香,大坪由佳,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,23,GOIN'!!!,,ルゥティン,佳村はるか,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松井恵理子,松嵜麗,青木瑠璃子,大橋彩香,大空直美,大坪由佳,福原綾香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,24,メッセージ,,ルゥティン,佳村はるか,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松井恵理子,松嵜麗,青木瑠璃子,大橋彩香,大空直美,大坪由佳,福原綾香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,25,Vast world,,ルゥティン,佳村はるか,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松井恵理子,松嵜麗,青木瑠璃子,大橋彩香,大空直美,大坪由佳,福原綾香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,THE IDOLM@STER CINDERELLA GIRLS Initial Mess@ge,Initial Mess@ge,day2,台北國際會議中心TICC,台湾,26,お願い！シンデレラ,,ルゥティン,佳村はるか,原紗友里,五十嵐裕美,高森奈津美,黒沢ともよ,桜咲千依,松井恵理子,松嵜麗,青木瑠璃子,大橋彩香,大空直美,大坪由佳,福原綾香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,1,とどけ！アイドル,,のぐちゆり,ルゥティン,安野希世乃,佳村はるか,花井美春,会沢紗弥,金子真由美,原田彩楓,原優子,高橋花林,山本希望,小市眞琴,松田颯水,朝井彩加,津田美波,田辺留依,藤本彩花,武田羅梨沙多胡,福原綾香,藍原ことみ,立花理香,鈴木みのり,鈴木絵理,和氣あず未,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,2,Twin☆くるっ★テール,,佳村はるか,山本希望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,3,shabon song,-For SS3A Rearrange MIX-,のぐちゆり,藤本彩花,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,4,Lunatic Show,-For SS3A Rearrange MIX-,花井美春,武田羅梨沙多胡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,5,Virgin Love,,金子真由美,原優子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,6,クレイジークレイジー,,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
