披露日,イベント名,簡略イベント名1,簡略イベント名2,会場,都道府県,曲順,曲名,曲名2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,7,メッセージ,-Future PicoPico MIX-,ルゥティン,朝井彩加,津田美波,立花理香,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,8,Nocturne,-For SS3A Rearrange MIX-,原田彩楓,鈴木みのり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,9,楽園,,会沢紗弥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,10,Twilight Sky,-For Rika Rearrange MIX-,山本希望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,11,銀のイルカと熱い風,,のぐちゆり,安野希世乃,佳村はるか,原田彩楓,津田美波,武田羅梨沙多胡,藍原ことみ,鈴木みのり,和氣あず未,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,12,サマカニ！！,,金子真由美,原優子,高橋花林,山本希望,小市眞琴,松田颯水,田辺留依,藤本彩花,立花理香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,13,BEYOND THE STARLIGHT,,のぐちゆり,ルゥティン,安野希世乃,佳村はるか,花井美春,会沢紗弥,金子真由美,原田彩楓,原優子,高橋花林,山本希望,小市眞琴,松田颯水,朝井彩加,津田美波,田辺留依,藤本彩花,武田羅梨沙多胡,福原綾香,藍原ことみ,立花理香,鈴木みのり,鈴木絵理,和氣あず未,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,14,EVERMORE,,森下来奈,深川芹亜,神谷早矢佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,15,Flip Flop,-For SS3A Rearrange MIX-,小市眞琴,田辺留依,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,16,輝く世界の魔法,-Magical Step Forward MIX-,安野希世乃,佳村はるか,金子真由美,松田颯水,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,17,おんなの道は星の道,,花井美春,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,18,モーレツ★世直しギルティ！,,のぐちゆり,鈴木絵理,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,19,あいくるしい,-For SS3A Rearrange MIX-,会沢紗弥,高橋花林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,20,Last Kiss,,原田彩楓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,21,always,,花井美春,会沢紗弥,小市眞琴,田辺留依,藤本彩花,武田羅梨沙多胡,鈴木みのり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,22,∀NSWER,,高橋花林,松田颯水,朝井彩加,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,23,美に入り彩を穿つ,,ルゥティン,立花理香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,24,Nation Blue,-蒼く蒼く蒼く REMIX-,原優子,山本希望,藍原ことみ,鈴木絵理,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,25,ガールズ・イン・ザ・フロンティア,,ルゥティン,安野希世乃,朝井彩加,津田美波,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/8,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day1,ヤマダグリーンドーム前橋,群馬,26,お願い！シンデレラ,-JAZZ Rearrange MIX-,のぐちゆり,ルゥティン,安野希世乃,佳村はるか,花井美春,会沢紗弥,金子真由美,原田彩楓,原優子,高橋花林,山本希望,小市眞琴,松田颯水,森下来奈,深川芹亜,神谷早矢佳,朝井彩加,津田美波,田辺留依,藤本彩花,武田羅梨沙多胡,福原綾香,藍原ことみ,立花理香,鈴木みのり,鈴木絵理,和氣あず未,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,1,とどけ！アイドル,,のぐちゆり,ルゥティン,安野希世乃,佳村はるか,花井美春,会沢紗弥,金子真由美,原田彩楓,原優子,高橋花林,山本希望,小市眞琴,松田颯水,朝井彩加,津田美波,田辺留依,藤本彩花,武田羅梨沙多胡,福原綾香,藍原ことみ,立花理香,鈴木みのり,鈴木絵理,和氣あず未,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,2,S(mile)ING!,-For Rin rearrange MIX-,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,3,Twin☆くるっ★テール,,佳村はるか,山本希望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,4,shabon song,-For SS3A Rearrange MIX-,のぐちゆり,藤本彩花,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,5,Lunatic Show,-For SS3A Rearrange MIX-,花井美春,武田羅梨沙多胡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,6,Virgin Love,,金子真由美,原優子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,7,クレイジークレイジー,,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,8,ゴキゲンParty Night,-Dance!!!!!!!!!!!!!!! Remix-,ルゥティン,福原綾香,立花理香,鈴木絵理,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,9,Nocturne,-For SS3A Rearrange MIX-,原田彩楓,鈴木みのり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,10,楽園,,会沢紗弥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,11,銀のイルカと熱い風,,のぐちゆり,安野希世乃,佳村はるか,原田彩楓,津田美波,武田羅梨沙多胡,藍原ことみ,鈴木みのり,和氣あず未,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,12,サマカニ！！,,金子真由美,原優子,高橋花林,山本希望,小市眞琴,松田颯水,田辺留依,藤本彩花,立花理香,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,13,イリュージョニスタ！,,のぐちゆり,ルゥティン,安野希世乃,佳村はるか,花井美春,会沢紗弥,金子真由美,原田彩楓,原優子,高橋花林,山本希望,小市眞琴,松田颯水,朝井彩加,津田美波,田辺留依,藤本彩花,武田羅梨沙多胡,福原綾香,藍原ことみ,立花理香,鈴木みのり,鈴木絵理,和氣あず未,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,14,Flip Flop,-For SS3A Rearrange MIX-,小市眞琴,田辺留依,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,15,Near to You,-PicoPico D'n'B Remix-,山本希望,松田颯水,朝井彩加,津田美波,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,16,ススメ☆オトメ ～jewel parade～,-Blooming Floral Remix-,安野希世乃,佳村はるか,金子真由美,原優子,藍原ことみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,17,おんなの道は星の道,,花井美春,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,18,モーレツ★世直しギルティ！,,のぐちゆり,鈴木絵理,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,19,あいくるしい,-For SS3A Rearrange MIX-,会沢紗弥,高橋花林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,20,Last Kiss,,原田彩楓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,21,always,,花井美春,会沢紗弥,小市眞琴,田辺留依,藤本彩花,武田羅梨沙多胡,鈴木みのり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,22,∀NSWER,,高橋花林,松田颯水,朝井彩加,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,23,美に入り彩を穿つ,,ルゥティン,立花理香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,24,Trust me,,森下来奈,深川芹亜,神谷早矢佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,25,ガールズ・イン・ザ・フロンティア,,ルゥティン,安野希世乃,朝井彩加,津田美波,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/9/9,THE IDOLM@STER CINDERELLA GIRLS SS3A Live Sound Booth♪,SS3A Live Sound Booth♪,day2,ヤマダグリーンドーム前橋,群馬,26,お願い！シンデレラ,-JAZZ Rearrange MIX-,のぐちゆり,ルゥティン,安野希世乃,佳村はるか,花井美春,会沢紗弥,金子真由美,原田彩楓,原優子,高橋花林,山本希望,小市眞琴,松田颯水,森下来奈,深川芹亜,神谷早矢佳,朝井彩加,津田美波,田辺留依,藤本彩花,武田羅梨沙多胡,福原綾香,藍原ことみ,立花理香,鈴木みのり,鈴木絵理,和氣あず未,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,1,イリュージョニスタ！,,ルゥティン,安野希世乃,伊達朱里紗,佳村はるか,花守ゆみり,金子真由美,原紗友里,原優子,高森奈津美,桜咲千依,三宅麻理恵,山下七海,山本希望,青木瑠璃子,千菅春香,村中知,大橋彩香,大坪由佳,杜野まこ,東山奈央,藤本彩花,飯田友子,福原綾香,木村珠莉,藍原ことみ,立花理香,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,2,気持ちいいよね 一等賞！,,伊達朱里紗,村中知,杜野まこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,3,HARURUNRUN,,高森奈津美,大坪由佳,藤本彩花,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,4,TOKIMEKIエスカレート,,佳村はるか,金子真由美,山下七海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,5,ニャンと☆スペクタクル,,高森奈津美,桜咲千依,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,6,One Life,,千菅春香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,7,STORY,,原紗友里,大橋彩香,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,8,Starry-Go-Round,,ルゥティン,安野希世乃,伊達朱里紗,佳村はるか,花守ゆみり,金子真由美,原紗友里,原優子,高森奈津美,桜咲千依,三宅麻理恵,山下七海,山本希望,青木瑠璃子,千菅春香,村中知,大橋彩香,大坪由佳,杜野まこ,東山奈央,藤本彩花,飯田友子,福原綾香,木村珠莉,藍原ことみ,立花理香,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,9,Radio Happy,,山下七海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,10,DOKIDOKIリズム,,伊達朱里紗,山本希望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,11,Dreaming Star,,木村珠莉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,12,凸凹スピードスター,,花守ゆみり,三宅麻理恵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,13,Jet to the Future,,安野希世乃,青木瑠璃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,14,Twin☆くるっ★テール,,佳村はるか,山本希望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,15,Virgin Love,,金子真由美,原優子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,16,Wonder goes on!!,,安野希世乃,高森奈津美,三宅麻理恵,青木瑠璃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,17,PROUST EFFECT,,藍原ことみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,18,桜の頃,,花守ゆみり,桜咲千依,藤本彩花,立花理香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,19,if,,飯田友子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,20,薄紅,,福原綾香,木村珠莉,立花理香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,21,Private Sign,,ルゥティン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,22,桜の風,,山下七海,山本希望,大坪由佳,東山奈央,飯田友子,立花理香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,23,クレイジークレイジー,,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/10,THE IDOLM@STER CINDERELLA GIRLS 6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,6thLIVE MERRY-GO-ROUNDOME!!! 埼玉公演,day1,メットライフドーム,埼玉,24,Dreaming of you,,東山奈央,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
